"DateTime","Tnx#","Action","Asset","AssetType","Segment","Quantity","Price","NotionalValue","Status","StatusNote","Rationale","RowHash"
"2025-06-25T11:19:24Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T11:33:53Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T11:48:39Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T12:04:01Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T12:18:57Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T12:34:00Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T12:49:02Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T13:03:59Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T13:20:02Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T13:33:46Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T13:49:40Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T14:03:23Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T14:18:47Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T14:34:10Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T14:49:21Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T15:04:10Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T15:19:56Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T15:34:04Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T15:48:42Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T16:06:01Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T16:19:32Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T16:34:02Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T16:49:05Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T17:04:15Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T17:19:23Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T17:34:30Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T17:49:06Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T18:04:52Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T18:18:57Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T18:33:54Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T18:48:42Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T19:04:25Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T19:18:52Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T19:34:12Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T19:48:23Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T20:04:13Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T20:19:44Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T20:35:16Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T20:48:32Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T21:03:28Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T21:18:43Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T21:33:41Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T21:48:32Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-25T22:03:37Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
